X,Y,OBJECTID,NAME,ADDRESS,TOWN,MUNICIPALITY,POSTAL_CODE,PHONE,FAX,PROFIT_TYPE,AGES,HOURS,INTERSECTION,SUBSIDY,ACCESSIBILITY,PARKING,WEBSITE,GlobalID,LANGUAGE,CWELCC
665823.136,4861269.568,946,"Schoolhouse Playcare, Julie Payette",300 Garden Street,WHITBY,WHITBY,L1N 3W4,(905) 430-0600,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Dundas and Garden,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{84A53884-4EBC-4D71-88EF-67D356E275DD},,Yes
663491.665,4865320.955,947,"Schoolhouse Playcare, Robert Munsch",20 Norista Street,WHITBY,WHITBY,L1R 0J2,(905) 620-0062,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Brock St & Taunton Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{05DA5EF0-916A-409D-8B03-841F3C43B1A8},,Yes
667631.759,4871878.897,948,Columbus Community Playgroup Co-operative Inc.,3265 Simcoe Street North,COLUMBUS,OSHAWA,L1H 0S1,(905) 655-5788,,0,30m - 5yrs, 9:00:00AM -  3:30:00PM,Simcoe St and Columbus Rd,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.columbusplaygroup.com,{80D73C48-DDE1-428F-BBA8-92957290D8DF},,Yes
657620.632,4857592.735,949,"Schoolhouse Playcare, Roland Michener",95 Ritchie Avenue,AJAX,AJAX,L1S 6S2,(905) 686-5440,,0,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Westney Road and Highway 401,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{732255BA-AB3C-4C81-B1B3-16701A58F36B},,Yes
657122.619,4860566.967,950,Nottingham YMCA Childcare Centre,50 Seggar Avenue,AJAX,AJAX,L1S 4Y4,(905) 426-1616,,0,30m - 12yrs, 7:00:00AM -  6:00:00PM,Westney Rd and Williamson,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{C8876F60-53A0-4AB9-B726-E1017082BF24},,Yes
654010.609,4856738.894,951,Valley Farm Day Care,1995 Valley Farm Road,PICKERING,PICKERING,L1V 1X6,(905) 839-5726,,1,Infant - 12yrs, 6:45:00AM -  6:00:00PM,Finch Ave and Brock Road,Yes,Wheelchair Accessible Not accessible,Parking On site,http://www.valleyfarmdaycare.com,{667C3AEB-ECD3-4452-BCC4-A2906A71F81B},,Yes
656748.387,4860231.142,952,"SKD Bilingual Child Care, Vimy Ridge",40 Telford Road,AJAX,AJAX,L1T 4Z4,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Westney and Taunton,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{4110F1D4-8B83-41F3-AF3B-13872C209C82},Bilingual,Yes
664679.484,4885353.063,953,Curiosity Child Care,"186 Casimir Street, Lower Level",PORT PERRY,SCUGOG,L9L 1B7,(905) 985-5589,,1,Infant - 9yrs, 6:00:00AM -  6:30:00PM,Water St and Hwy 7A,Yes,Wheelchair Accessible Not accessible,"Parking On site, designated handicapped",http://www.curiositychilden.ca,{43172FCD-CFED-402E-AC36-6C52DFCA5FF5},,Yes
649031.289,4885335.707,954,"P.R.Y.D.E., Quaker Village",295 Brock Street West,UXBRIDGE,UXBRIDGE,L9P 1A1,(647) 454-9223,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Brock Street and Quaker Village,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{72D2E7EF-D78C-4CA7-B3A7-F49578685FAD},,Yes
652787.957,4853982.528,955,Gingerbread Co-op Nursery School,1011 Bayly Street,PICKERING,PICKERING,L1W 1L3,(905) 831-9246,,0,30m - 5yrs, 9:00:00AM - 11:30:00AM,Bayly and Liverpool Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.gingerbreadschoolpickering.weebly.com,{5FE30BF0-FD8C-4059-87CA-986937F0BF33},,Yes
657707.011,4861193.389,956,Brackendale Montessori,1485 Harwood Avenue North,AJAX,AJAX,L1T 4T4,(905) 686-9997,,1,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Harwood and Williamson,No,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.brackendalemontessori.com,{550F4FC3-7C36-4403-ADFD-86098DF42B0C},,No
650011.628,4885334.174,957,"Stonemoor, Uxbridge Public",64 Victoria Drive,UXBRIDGE,UXBRIDGE,L9P 1H2,(905) 852-6537,,0,30m - 12yrs, 6:30:00AM -  6:00:00PM,Toronto St (Hwy 47) and Peel St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.uxbridge.com/stonemoor,{63EA7A0B-448D-46E3-8BB1-4B23057AB18C},,Yes
667167.388,4864407.394,959,"Schoolhouse Playcare, John Dryden",40 Rolling Acres Drive,WHITBY,WHITBY,L1R 2A1,(905) 433-1387,,0,18m - 12yrs, 6:30:00AM -  6:30:00PM,Dryden Blvd and Thickson Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{64DEA084-60F9-4B77-840B-8D026B7994A6},,Yes
665443.808,4860770.031,960,Perry House Child Care Services Too,135 Perry Street,WHITBY,WHITBY,L1N 4B7,(905) 668-9476,,0,18m - 5yrs, 6:30:00AM -  6:30:00PM,Brock St and Dundas St E,Yes,Wheelchair Accessible Inside and Outside,Parking Street Parking,http://www.perryhouse.org,{0BAD3ADD-8D73-45FF-8BAE-6FC002AF6924},,Yes
669954.225,4861683.283,961,Happy Tots Day Nursery,606 Cartier Avenue,OSHAWA,OSHAWA,L1J 2C8,(905) 436-5026,,1,18m - 5yrs, 6:15:00AM -  6:00:00PM,Gibb and Stevenson,Yes,Wheelchair Accessible Not accessible,Parking Public Parking Lot,http://www.happytotsdaynursery.ca,{DE3C87E7-F36A-4CBD-BB83-5604D4DA3258},,Yes
671330.426,4863293.095,962,CT Family Learning Centre and Montessori School Inc.,202 Simcoe Street North,Oshawa,OSHAWA,L1G 4S9,(905) 404-1234,,1,Infant - 13yrs, 7:00:00AM -  6:00:00PM,Adelaide and Simcoe St,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www-ctfamilymontessori.com,{E91E5AE6-81E0-45B8-B632-BA76EA98F6A2},,No
665071.916,4861048.448,963,Walnut St. Junior School,120 Walnut Street West,WHITBY,WHITBY,L1N 2V9,(905) 668-7333,,1,Infant - 13yrs, 6:30:00AM -  6:30:00PM,Brock St N and Dundas St,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.victoriavillage.com,{E2F44692-DE9B-4DAE-B258-B9C2A3096E2E},,Yes
666730.244,4860294.439,964,"Les Lucioles, Jean-Paul II",1001 Hutchison Avenue,WHITBY,WHITBY,L1N 2A3,(905) 430-1252,,0,18m - 12yrs, 6:30:00AM -  6:00:00PM,Lupin and Garden Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.lesluciolesinc.ca,{CC2D2AB9-0604-4A6B-BB32-C4D14978D7BF},Bilingual,Yes
667368.142,4862108.802,966,Read-A-Long Nursery School and Daycare,102 Thickson Rd North,WHITBY,WHITBY,L1N 3R1,(905) 430-1630,,1,Infant - 5yrs, 6:30:00AM -  6:30:00PM,Thickson Road and Kingston Road,Yes,Wheelchair Accessible Not accessible,Parking On site,,{427AE2D6-B2E2-4C4A-9CAE-E1CBEABF93F4},,Yes
660393.566,4856042.557,967,Carruthers Creek YMCA Before and After School Program,1 Greenhalf Drive,AJAX,AJAX,L1S 7N6,(289) 200-2835,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Bayly St and Pickering Beach Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{A911A6D5-1AFC-46FD-AD70-A3A9579A2736},,Yes
673312.194,4868204.523,969,St. Kateri Tekakwitha YMCA Childcare,1425 Coldstream Drive,OSHAWA,OSHAWA,L1K 0B5,(905) 728-1961,,0,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Grandview and Taunton,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{0697B01D-355D-4A0D-BC89-9F916BC83EE5},,Yes
649031.069,4885438.222,970,"P.R.Y.D.E., St. Joseph, Uxbridge","25 Quaker Village Drive, PO Box 1570",UXBRIDGE,UXBRIDGE,L9P 1N7,(905) 852-9887,,0,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Quaker Village Drive and Main Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{FCF73044-226C-4F72-92F6-EE1CBB9BBE58},,Yes
659516.432,4856113.434,971,"P.R.Y.D.E., Bolton C Falby",80 Falby Court,AJAX,AJAX,L1S 1N4,(905) 427-1556,,0,Infant - 12yrs, 6:00:00AM -  6:00:00PM,Harwood Ave and Bayly St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{ECC83161-63A1-46A0-B859-B467587B9526},,Yes
657046.641,4859252.683,972,Better Beginnings Daycare and Preschool,115 Delaney Drive,AJAX,AJAX,L1T 2M4,(905) 427-6777,,1,Infant - 12yrs, 6:30:00AM -  6:00:00PM,Westney Road and Delaney,Yes,Wheelchair Accessible Not accessible,Parking On site,http://www.betterbeginningsdaycare.com,{D007157D-8460-407E-92FB-3146FD76CEB8},,Yes
651147.106,4885308.039,973,"EduKids Child Care, Uxbridge",141 Reach Street,UXBRIDGE,UXBRIDGE,L9P 1L3,(905) 862-2626,,1,Infant - 12yrs, 6:30:00AM -  6:15:00PM,Lakeridge Rd and Reach St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.edukids.ca,{A8C7FE07-252D-4767-84D8-5F57A48B5B04},,Yes
653765.328,4854329.836,974,Pickering Early Learning & Child Care Centre,1262 Radom Street,PICKERING,PICKERING,L1W 1J4,(905) 839-5831,,0,18m - 12yrs, 7:00:00AM -  6:00:00PM,Liverpool Rd and Radom St,Yes,Wheelchair Accessible Outside Only,Parking On site,http://www.durham.ca,{1F293DF1-AF6E-421C-B927-5163C9B0F924},,Yes
658032.146,4855730.228,975,A Special Kind of Play Nursery School Inc.,10 Fuller Road,AJAX,AJAX,L1S 3R2,(905) 995-5824,<Null>,1,30m - 6yrs, 6:00:00AM -  6:00:00PM,Westney and Bayly,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",,{A5BEEB43-79B1-4DDF-9F7D-3AB76DCF1BA8},,No
652688.181,4853064.952,976,Frenchman's Bay School Age,920 Oklahoma Drive,PICKERING,PICKERING,L1W 2H7,(416) 843-8089,,0,44m - 12yrs, 6:45:00AM -  6:00:00PM,Bayly St and Westshore,Yes,Wheelchair Accessible Outside Only,"Parking On site, designated handicapped",http://www.ymcagta.org,{4A00DC28-434F-4F6C-9070-F5BBE5529468},,Yes
656183.619,4855536.498,977,Great Beginnings Child Care,1920 Bayly Street,PICKERING,PICKERING,L1W 3R6,(905) 428-3464,,0,18m - 5yrs, 7:00:00AM -  6:00:00PM,Squires Beach Rd and Bayly St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.greatchildcare.ca,{91C4E953-55B9-4FC6-BE2B-F85D3E0D9710},,Yes
667552.985,4871792.187,978,Tykes of Columbus Child Care Centre Inc.,3250 Simcoe Street North,OSHAWA,OSHAWA,L1H 0R3,(905) 655-7500,,1,Infant - 6yrs, 6:30:00AM -  6:00:00PM,Simcoe Street and Columbus Road,Yes,Wheelchair Accessible Not accessible,Parking On site,http://www.tykesofcolumbuschildcare.ca,{516C8D8C-5812-45E0-B77A-8CCFE49C3E85},,Yes
657621.869,4861586.371,979,SKD Bilingual Child Care Centre,"1801 Harwood Avenue North, Unit 8",AJAX,AJAX,L1T 0K8,(905) 239-6753,,0,18m - 12yrs, 6:30:00AM -  6:30:00PM,Harwood and Taunton,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{3BF188E9-ADC7-459C-804C-2F87CE9106DB},Bilingual,Yes
650707.395,4855594.269,980,First Steps Child Care Services,1990 Whites Road,PICKERING,PICKERING,L1V 6P5,(905) 837-2573,,0,Infant - 12yrs, 6:00:00AM -  6:00:00PM,Whites Rd and Finch Ave,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.firststeps-childcare.ca,{2EB94911-74A7-4F2D-B1EB-F42BEC03E9F2},,Yes
666795.188,4861056.957,981,"EduKids Child Care, Whitby",1121 Dundas Street East,WHITBY,WHITBY,L1N 2K4,(905) 430-6635,,1,Infant - 12yrs, 6:45:00AM -  6:15:00PM,Hopkins and Dundas St E,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.edukids.ca,{70976636-94FD-4CEA-B14F-E8D5435FB405},,Yes
649332.797,4853905.363,982,"Schoolhouse Playcare, Westcreek",1779 Westcreek Drive,PICKERING,PICKERING,L1V 6M9,(905) 509-9470,,0,44m - 12yrs, 6:45:00AM -  6:00:00PM,Altona Rd and Sheppard Ave,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{DC5E7E86-2C8C-4534-A485-11A52CEF1E61},,Yes
672994.805,4869360.245,983,"Fairy Glen Day Care, Seneca Trail",1915 Queensbury Drive,OSHAWA,OSHAWA,L1K 0S1,(905) 438-1212,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Harmony Rd and Taunton,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.fairyglendaycare.com,{E25F6BDC-DAFD-45C5-B251-A0AF7AFF02B3},,Yes
659700.735,4858622.226,984,Milestone Montessori,279 Kingston Rd East Unit 20 & 21,AJAX,AJAX,L1Z 0K5,(905) 426-4367,,1,Infant - 7yrs, 7:00:00AM -  6:00:00PM,Kingston Road East and Salem Rd,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.milestonemontessori.ca,{41119E21-5938-47E0-AC91-015BD43BB599},,No
685433.0,4864916.028,985,Pine Ridge Nursery School Inc.,178 Church St,BOWMANVILLE,CLARINGTON,L1C 1T9,(905) 697-6384,,1,30m - 6yrs, 9:00:00AM -  3:15:00PM,Church and Silver St,No,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.pineridgenurseryschool.com,{E5A6E53D-8474-4231-84A6-D47BE995F5B0},,Yes
644376.276,4877502.598,986,"All About Kids, Goodwood","292 Highway # 47, Box 48",GOODWOOD,UXBRIDGE,L0C 1A0,(905) 642-0100,,1,Infant - 12yrs, 7:00:00AM -  6:00:00PM,Church and Hwy 47,Yes,Wheelchair Accessible Inside and Outside,Parking On site,http://www.allaboutkids.ca,{B216EA35-7A77-49DB-8265-690CC6427131},,Yes
654201.323,4858676.635,987,St. Wilfrid YMCA Child Care Centre,2360 Southcott Road,PICKERING,PICKERING,L1X 2S9,(905) 619-2407,,0,30m - 12yrs, 7:00:00AM -  6:00:00PM,Brock Rd and Finch,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{F71406E2-F92C-4BFA-98EB-C3551DFA2E40},,Yes
666267.147,4862040.105,988,"Fairy Glen Day Care, Pringle Creek",80 Ribblesdale Dr.,WHITBY,WHITBY,L1N 8M1,(905) 430-9989,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Anderson and Manning,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.fairyglendaycare.com,{8488AF61-D0AA-43DD-987B-F09BED1A7EAE},,Yes
686711.237,4863744.357,989,St. Joseph YMCA Before and After School,90 Parkway Crescent,BOWMANVILLE,CLARINGTON,L1C 1C3,(905) 441-7702,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Liberty St S and Baseline Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{0F8E1F98-7085-482B-952D-1462AF1BAE02},,Yes
662472.995,4863367.67,990,"Schoolhouse Playcare, Williamsburg",20 Kirkland Place,WHITBY,WHITBY,L1P 1W7,(905) 430-1080,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Taunton Road and Country Lane,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{CEB687FB-5B72-4672-ABDC-5D8C490A2B73},,Yes
651171.198,4852161.998,991,Rosebank YMCA Before and After School,591 Rosebank Road,PICKERING,PICKERING,L1W 2N6,(289) 927-3541,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Kingston Rd and Rougemount Dr,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{AA8DF4D6-29A7-4D0B-A679-5106C37B15C8},,Yes
654387.359,4902541.024,992,Sunderland Early Learning & Child Care Centre,"Sunderland Public School, 41 Albert Street",SUNDERLAND,BROCK,L0C 1H0,(705) 328-7171,,0,30m - 12yrs, 6:45:00AM -  6:00:00PM,River and Church,Yes,Wheelchair Accessible Not accessible,Parking On site,http://www.durham.ca,{47CE88A6-9E8E-4548-ABBA-181182797400},,Yes
670679.191,4868151.163,993,Providence Day Care Centre - Woodmount,451 Woodmount Drive,OSHAWA,OSHAWA,L1G 8E3,(905) 723-1234,,1,18m - 5yrs, 6:30:00AM -  6:30:00PM,Ritson Rd N and Taunton Rd E,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.myprovidencedaycare.ca,{3FC13DF0-A960-4FF9-BF81-AE407D8F28DB},,Yes
659481.262,4856397.34,995,"P.R.Y.D.E., St. Bernadette",41 Bayly Street East,AJAX,AJAX,L1S 1P2,(905) 999-1549,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Harwood Avenue and Bayly,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{AC448E3F-7F14-478D-9EE3-ED2BE0CC1B09},,Yes
664460.899,4869639.208,996,"Kids' Campus Child Care, Winchester",70 Watford Street,BROOKLIN,WHITBY,L1M 1E8,(905) 620-1256,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Winchester Rd and Thickson Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.kidscampus.ca,{FCC39E1B-1F78-45FC-84DD-827C49711A3D},,Yes
658768.356,4858977.336,997,Kids Corner Learning Center,"161 Harwood Avenue North, Unit 2",AJAX,AJAX,L1Z 0A1,(905) 686-3750,,1,Infant - 12yrs, 6:45:00AM -  6:00:00PM,Harwood Ave North and Ringer Road,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",,{BC448145-07CB-4A21-B579-0A5F96CDB24D},,Yes
666253.577,4865294.075,998,"Helping Hands Daycare, Whitby",660 Taunton Road East,WHITBY,WHITBY,L1R 0K6,(905) 655-9982,,1,Infant - 6yrs, 6:30:00AM -  6:30:00PM,Taunton and Thickson,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.helpinghandsdaycare.ca,{AE8BAE1F-5BEB-4709-B29C-8A865E23D7D7},,Yes
673801.064,4866720.425,999,"Fairy Glen Day Care, Pierre Elliott Trudeau",1111 Beatrice Street East,OSHAWA,OSHAWA,L1K 2S7,(905) 432-5444,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Taunton and Grandview,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.fairyglendaycare.com,{CE11D47B-B5EE-4BDF-8B82-458909184AB1},,Yes
659492.072,4862556.27,1000,"SKD Bilingual Child Care, Roméo Dallaire",300 Williamson Drive East,AJAX,AJAX,L1Z 0H6,(905) 239-6753,,0,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Taunton Rd E and Audley Rd N,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{0A088F40-B232-4B35-8D69-9B08EBBACF9D},,Yes
686377.75,4864742.311,1001,Vincent Massey Bowmanville School Age Program,10 Church Street,BOWMANVILLE,CLARINGTON,L1C 2L9,(905) 623-6279,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Liberty and Hwy #2,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{3BC39863-DF5B-4F7C-BAE6-8D4EF7DB33B4},,Yes
672548.057,4866865.499,1003,"P.R.Y.D.E., St. Joseph, Oshawa",1200 Summerwood Heights,OSHAWA,OSHAWA,L1K 0C2,(905) 626-2264,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Taunton and Harmony,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{C6F7AEA9-C860-4AF3-A1C4-373BB9CEACF0},,Yes
671780.456,4863047.784,1005,Durham Family YMCA Child Care Centre,99 Mary Street North,OSHAWA,OSHAWA,L1G 8C1,(905) 438-0822,,0,Infant - 5yrs, 7:00:00AM -  6:00:00PM,Mary St and William St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{AF2D47B0-124F-4A48-8342-14EE67357A75},,Yes
686298.471,4864950.725,1006,Duke of Cambridge Before and After Program,47 Liberty Street,BOWMANVILLE,CLARINGTON,L1C 2L8,(905) 623-4171,,0,44m - 12yrs, 6:30:00AM -  6:00:00PM,Liberty St and King St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.umbrelladaycare.com,{FD4B8557-5A22-44FF-B1B6-6A38CDF89954},,Yes
665171.498,4869880.605,1008,"Schoolhouse Playcare, Blair Ridge",100 Blackfriar Avenue,BROOKLIN,WHITBY,L1M 0E8,(905) 620-0600,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Thickson Rd and Blackfriar,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{257C66C5-2F30-4C21-B433-1A2B81EF9C44},,Yes
663237.048,4886146.056,1009,Good Shepherd YMCA Child Care Centre,1650 Reach Street,PORT PERRY,SCUGOG,L9L 1H6,(905) 985-7829,,0,18m - 12yrs, 7:00:00AM -  6:00:00PM,Hwy 12 and Reach Street,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{555D3895-E161-422C-9EC0-FE2E065382D8},,Yes
665518.81,4864027.243,1010,"P.R.Y.D.E., St. Bernards",1000 Dryden Boulevard,WHITBY,WHITBY,L1R 2A2,(905) 430-8598,,0,18m - 12yrs, 7:00:00AM -  6:00:00PM,Taunton Rd and Anderson Rd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.prydelearningcentres.ca,{3E120FCC-4311-4E62-8C70-2BDDDA91CB44},,Yes
650249.665,4854458.574,1011,"Schoolhouse Playcare, Altona Forest",405 Woodsmere Crescent,PICKERING,PICKERING,L1V 7A3,(905) 421-9147,,0,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Stroud's Lane and Rosebank,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{BC7824E9-84C2-4CAB-A3EA-5C27A9ED4ACD},,Yes
650186.195,4852246.934,1012,"EduKids Child Learning Centre, Altona",1320 Altona Road,PICKERING,PICKERING,L1V 1M1,(905) 509-4021,,1,Infant - 12yrs, 6:45:00AM -  6:15:00PM,Kingston and Altona,Yes,Wheelchair Accessible Not accessible,Parking On site,http://www.edukids.ca,{2F50D393-BC57-4738-BB45-F3E0504DDBD5},,Yes
663112.64,4862786.299,1013,"Schoolhouse Playcare, Captain Michael VandenBos",3121 Country Lane,WHITBY,WHITBY,L1P 1N3,(905) 665-0342,,0,44m - 12yrs, 6:45:00AM -  6:30:00PM,Taunton Rd and Cochrane St,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{6B39DCBE-9F09-4474-B071-8AF690B7C43E},,Yes
665341.593,4865364.724,1014,Little Blessings Nursery School,4240 Anderson Street,WHITBY,WHITBY,L1R 2W1,(905) 655-4534,,0,30m - 6yrs, 9:00:00AM -  4:00:00PM,Taunton Rd and Anderson,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.littleblessingsns.ca,{B3FDC7DE-4AE9-40FD-A282-77ECE74DAAEB},,Yes
665463.06,4860713.94,1015,Perry House Child Care Services III,127 Perry Street,WHITBY,WHITBY,L1N 4B7,(905) 668-9476,,0,Infant - 12yrs, 6:30:00AM -  6:30:00PM,Brock St and Dundas St E,Yes,Wheelchair Accessible Inside and Outside,Parking Street Parking,http://www.perryhouse.org,{98405B49-2AB0-4EB7-A6B5-CC8E6842A433},,Yes
686677.478,4866064.297,1016,John M James YMCA Child Care,175 Mearns Avenue,BOWMANVILLE,CLARINGTON,L1C 5C6,(905) 697-9494,,0,30m - 12yrs, 7:00:00AM -  6:00:00PM,Mearns Ave and Apple Blossom Blvd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{A299B421-8E8F-4557-95CD-94772F95E66B},,Yes
664502.646,4859756.407,1017,"Kids' Campus Child Care, West Lynde",270 Michael Boulevard,WHITBY,WHITBY,L1N 6B1,(905) 668-5311,,0,Infant - 12yrs, 6:15:00AM -  6:30:00PM,Dundas St E and Michael Blvd,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.kidscampus.ca,{9F567194-B5F2-4F47-A1F7-DB06ADF28580},,Yes
678603.964,4876299.2,1018,Enniskillen YMCA School Age Program,8145 Old Scugog Road,ENNISKILLEN,CLARINGTON,L0B 1J0,(289) 928-3840,,0,44m - 12yrs, 7:00:00AM -  6:00:00PM,Highway 57 and Conc Rd 8,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.ymcagta.org,{A90CB975-1C96-4229-81F2-33C56D319F8E},,Yes
658658.37,4862213.091,1019,"SKD Bilingual Child Care, Michaelle Jean",180 Williamson Drive East,AJAX,AJAX,L1Z 0G7,(905) 239-6753,,0,44m - 12yrs, 6:30:00AM -  6:30:00PM,Westney and Taunton,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.skdgarderiebilingue.ca,{73CE4C05-161D-4FCD-98E8-AC22C5338D61},Bilingual,Yes
657992.862,4858933.149,1020,"Schoolhouse Playcare, Applecroft",55 Coles Avenue,AJAX,AJAX,L1T 3H5,(905) 427-8097,,0,18m - 12yrs, 6:45:00AM -  6:15:00PM,Highway 2 and Harwood Avenue,Yes,Wheelchair Accessible Inside and Outside,"Parking On site, designated handicapped",http://www.schoolhouseplaycare.ca,{930C9D89-0BCE-40D4-9D49-D98CF0CF623B},,Yes
654700.312,4853778.219,1021,Pickering Biidassige Mandamin YMCA Centre,777 Balaton Avenue,PICKERING,PICKERING,L1W 1W7,(416) 697-1035,,0,44m - 12yrs, 6:45:00AM -  6:30:00PM,Bayly and Krosno,Yes,Wheelchair Accessible Not accessible,"Parking On site, designated handicapped",http://www.ymcagta.org,{A5A08CD3-168E-49FE-8826-2DAE93530024},,Yes
