X,Y,OBJECTID,PNT_GIS_ID,NAME,ORG_NAME,CATEGORY,POSTAL_CODE,PHONE_NO,PHONE_EXT,MAIN_INTERSECTION,TYPE,SUBSIDIZED,CWELCC,PROVIDDISP,FULL_ADDRESS,UNIT_NUMBER,COMMUNITY,MUNICIPALITY
608103.5246,4853899.6344,210,392570,Fun on the Run Pope Francis,,Child Care Centre,L4L 3Z3,(905) 265-7458,,Major Mackenzie/ Secord,Centre Based Child Care,Yes,Yes,FUN O09,15 Secord Avenue,,Kleinburg,Vaughan
624344.3837,4863550.3909,211,336388,Galaxy Montessori,1816827 Ontario Limited,Child Care Centre,L4E 0K6,(905) 884-3252,,Yonge Street & Gamble Road,Centre Based Child Care,Yes,Yes,GALAX05,130 Tower Hill Road,,Richmond Hill,Richmond Hill
624404.686,4863541.729,212,336387,Galaxy Montessori Casa,2445125 Ontario Ltd.,Child Care Centre,L4E 0K6,(905) 884-3252,,Yonge Street & Gamble Road,Centre Based Child Care,Yes,Yes,GALAX06,126 Tower Hill Road,,Richmond Hill,Richmond Hill
624574.5571,4852277.1794,213,402119,Gan Nitzanim Nursery,Gan Nitzanim Child Care Centre Inc.,Child Care Centre,L4J 0H6,(905) 764-4811,,Bathurst Street & Centre Street,Centre Based Child Care,Yes,Yes,GAN N03,7770 Bathurst Street,,Thornhill,Vaughan
623102.311,4859793.081,214,340990,Gan Shalom Preschool,Chabad Lubavitch of Richmond Hill,Child Care Centre,L6A 0H2,(905) 303-1880,,Bathurst Street/Teston,Centre Based Child Care,Yes,Yes,GAN S01,10500 Bathurst Street,,Richmond Hill,Vaughan
623695.3165,4851877.5555,215,140201,Gan Shelanu Jewish Israeli Daycare,1845287 Ontario Ltd.,Child Care Centre,L4J 7R9,(905) 597-2210,,Dufferin & Centre,Centre Based Child Care,Yes,Yes,GAN S07,"1118 Centre Street, ",units 16-18,Thornhill,Vaughan
610858.0375,4854423.014,216,210080,Garderie Du Soleil Levant,Garderie Du Soleil Levant,Child Care Centre,L0J 1C0,(905) 893-3100,,Major Mackenzie Drive & Islington Avenue,Centre Based Child Care,Yes,Yes,GARDE01,10110 Islington Avenue,,Kleinburg,Vaughan
631362.8942,4852635.5749,217,69546,German Mills Children's Academy,York Professional Care & Education Inc.,Child Care Centre,L3T 4R5,(905) 726-0565,,Don Mills Road & Steeles Avenue,Centre Based Child Care,Yes,Yes,GERMA04,61 Simonston Boulevard,,Thornhill,Markham
624123.6161,4883807.1077,218,405240,Ginger Hills Learning Centre,Ginger Hills Learning Centre,Child Care Centre,L9N 0P6,(905) 478-8348,,Mt Albert Rd & Leslie St,Centre Based Child Care,No,No,GINGE01,900 Murrell Blvd,,Sharon,Georgina
639672.0287,4870492.4915,219,188376,Glad Park Child Care Centre,605061 Ontario Ltd,Child Care Centre,L4A 1E5,(905) 640-4734,,Stouffville Sideroad & 9th Line,Centre Based Child Care,Yes,Yes,GLAD 02,300 Glad Park Avenue,,Stouffville,Whitchurch-Stouffville
624922.3205,4880742.5718,220,137092,Glen Cedar School Age Program,Denison Child Care,Child Care Centre,L3Y 5W1,(905) 715-8231,,Wayne Dr/ Leslie Street,Centre Based Child Care,Yes,Yes,GLEN 03,915 Wayne Drive,,Newmarket,Newmarket
611968.7545,4852947.6738,221,353442,Glencedar Montessori Preparatory School Inc.,Glencedar Montessori Preparatory School Inc.,Child Care Centre,L4H 3C4,(905) 417-5433,,Islington Avenue & Rutherford Road,Centre Based Child Care,No,No,GLENC02,11 Sonoma Boulevard,,Vaughan,Vaughan
615928.2824,4857382.2453,222,343643,Glenn Gould Child Care Centre,605061 Ontario Ltd,Child Care Centre,L4H 0G5,(905) 417-1970,,Teston Road & Weston Road,Centre Based Child Care,Yes,Yes,GLENN04,675 Vellore Park Avenue,,Woodbridge,Vaughan
622990.445,4879558.121,223,308451,Golden Minds Montessori School,Golden Minds Montessori School Inc.,Child Care Centre,L3Y 2N6,(647) 787-6454,,Davis Drive & Main Street,Centre Based Child Care,No,Yes,GOLDE01,355 Davis Drive,,Newmarket,Newmarket
622538.0394,4883939.4881,224,349642,Good Shepherd Child Care Centre,Community of Maple Child Care Services,Child Care Centre,L9N 0H2,(905) 895-7575,,Mount Albert Road & Second Concession Road,Centre Based Child Care,Yes,Yes,GOOD 02,19112 Second Concession Road,,East Gwillimbury,East Gwillimbury
629983.6395,4866553.6744,225,149859,Gormley Daycare Centre,Gormley Daycare Centre Inc.,Child Care Centre,L0H 1G0,(905) 887-9380,,Woodbine Avenue & Stouffville Road,Centre Based Child Care,Yes,Yes,GORML06,11 Union Street PO BOX 9,,Gormley,Whitchurch-Stouffville
622755.794,4852775.831,226,161744,Great Lakes Montessori,2494290 Ontario Inc.,Child Care Centre,L4J 8X9,(905) 881-4094,,Highway 407 ETR & Dufferin Street,Centre Based Child Care,Yes,No,GREAT08,200 Racco Parkway,,Thornhill,Vaughan
616740.625,4850631.0,227,197765,Great Lakes Montessori Weston Branch,2494290 Ontario Inc.,Child Care Centre,L4L 9T6,(905) 881-4094,,Langstaff Road and Weston Road,Centre Based Child Care,Yes,No,GREAT09,8111 Weston Road,,Woodbridge,Vaughan
640959.4709,4862474.4685,228,353565,Greensborough Before and After School Program,YMCA of Greater Toronto,Child Care Centre,L6E 1J5,(416) 300-2212,,Sixteenth Avenue & 9th Line,Centre Based Child Care,Yes,Yes,GREEN02,80 Alfred Paterson Drive,,Markham,Markham
621481.2141,4881365.8477,229,390422,Greenlane Montessori Inc,Greenlane Montessori Inc,Child Care Centre,L9N 0A2,(905) 954-1253,,Yonge Street & Green Lane West,Centre Based Child Care,No,Yes,GREEN03,18295 Yonge St,,East Gwilliambury,East Gwillimbury
624859.781,4884129.5,230,258830,Gwillimbury Hills Day Care,Gwillimbury Hills Day Care Ltd,Child Care Centre,L0G 1V0,(905) 478-8348,,Leslie Street & Mount Albert Sdrd,Centre Based Child Care,Yes,Yes,GWILL04,18907 Leslie Street,,Sharon,East Gwillimbury
624923.5256,4883145.1031,231,176615,Gwillimbury Hills Club House,Gwillimbury Hills Day Care Ltd,Child Care Centre,L0G 1V0,(905) 478-8348,,Leslie Street & Green Lane,Centre Based Child Care,Yes,Yes,GWILL05,18532 Leslie Street,,Sharon,East Gwillimbury
634981.4817,4855479.1057,232,67130,Hagerman House Early Learning and Family Centre,Family Day Care Services,Child Care Centre,L3R 0B2,(905) 305-8974 ,Ext.234,Birchmount Road & 14th Avenue,Centre Based Child Care,Yes,Yes,HAGER01,3990 14th Avenue East,,Markham,Markham
629980.938,4855764.25,233,36168,Happy Kids Family Daycare,1824090 ONTARIO INC.,Child Care Centre,L4J 1A7,(416) 804-6457,,Steeles Ave west & Hilda Ave,Home Based  Child Care,Yes,Yes,HAPPY01,93 Crestwood Road,,Thornhill,Vaughan
640894.265,4871256.694,234,310421,Upper Canada Child Care at Harry Bowes PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4A 0N8,(905) 640-8722,,10th Line/Main St,Centre Based Child Care,Yes,Yes,UPPER20,90 Greenwood Road,,Stouffville,Whitchurch-Stouffville
625032.6984,4874256.6875,235,230351,Hartman YMCA Child Care,YMCA of Greater Toronto,Child Care Centre,L4G 7T7,(905) 713-6767,,Bayview Avenue & Wellington Street,Centre Based Child Care,Yes,Yes,HARTM02,130 River Ridge Boulevard,,Aurora,Aurora
627948.438,4851434.5,236,27959,Henderson Ave Kids Club,York Professional Care & Education Inc.,Child Care Centre,L3T 2K7,(905) 884-8588,,Henderson Avenue and Yonge Street,Centre Based Child Care,Yes,Yes,HENDE04,66 Henderson Avenue,,Markham,Markham
639235.5903,4861281.1087,237,5349,Heritage Discovery Pre-School Inc.,Heritage Discovery Pre-School Inc.,Child Care Centre,L3P 7R1,(905) 201-0185,,16th Avenue & Markham Road,Centre Based Child Care,Yes,Yes,HERIT02,5970 16th Avenue ,Unit 120-126,Markham,Markham
635484.0889,4854024.5104,238,7205,Highgate School-Age Childcare,High Birch Childcare & Learning Centre Inc.,Child Care Centre,L3R 3R6,(905) 479-9877,,Birchmount Road & Denison Avenue,Centre Based Child Care,Yes,Yes,HIGHG01,35 Highgate Drive,,Markham,Markham
621790.0067,4869876.6553,239,187711,Highview Child Care Centre,"McClellan Community Child Care, Inc.",Child Care Centre,L4G 6N9,(905) 841-1638,,Bathurst and McClellan Way,Centre Based Child Care,Yes,Yes,HIGHV01,240 McClellan Way,,Aurora,Aurora
621820.1576,4883685.3682,240,148181,Holland Landing Children's Academy,York Professional Care & Education Inc.,Child Care Centre,L9N 1C5,(905) 836-8916,,Holland River Boulevard & Mount Albert Road,Centre Based Child Care,Yes,Yes,HOLLA05,16 Holland River Boulevard,,Holland Landing,East Gwillimbury
615500.813,4850637.25,241,125455,Holy Family Daycare,Carmelite Missionary Sisters of Saint Theresa of t,Child Care Centre,L4L 3W4,(905) 851-7583,,Ansley Grove Road & Highway 7,Centre Based Child Care,Yes,Yes,HOLY 01,200 Ansley Grove,,Woodbridge,Vaughan
624387.3361,4872453.4862,242,159658,Holy Spirit School Age Program,Among Friends Day Care Centre,Child Care Centre,L4G 6Y7,(905) 552-0610,,Bayview Avenue & Wellington Street,Centre Based Child Care,Yes,Yes,HOLY 06,315 Stone Road,,Aurora,Aurora
619718.5406,4865090.6459,243,373783,Upper Canada Child Care at Holy Name CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L7B 1H3,(905) 833-2077,,King Road & Dufferin Street,Centre Based Child Care,Yes,Yes,UPPER21,65 Spring Hill Drive,,King City,King
638065.5,4854773.5,244,72113,Wilclay Childcare Centre,Hope Childcare Centre,Child Care Centre,L3S 1R4,(905) 513-8561,,Brimley Road & Steeles Avenue,Centre Based Child Care,Yes,Yes,WILCL01,60 Wilclay Avenue,,Markham,Markham
622872.75,4877096.0,245,119504,Hopscotch Home Daycare Agency,Hopscotch Daycare Services Ltd.,Child Care Centre,L3X 1T2,(289) 466-1111,,Bayview Avenue & Mulock Drive,Home Based  Child Care,Yes,Yes,HOPSC01,350 Chambers Crescent,,Newmarket,Newmarket
621720.063,4867471.5,246,76818,Humberland Montessori Academy,2282543 Ontario Inc.,Child Care Centre,L4E 4P2,(905) 773-3100,,Bathurst Street and Bloomington,Centre Based Child Care,Yes,No,HUMBE01,13495 Bathurst Street ,Unit 1-2,Richmond Hill,Richmond Hill
623921.5809,4867044.4791,247,75981,Imaginarium For Kids,Imaginarium For Kids Ltd.,Child Care Centre,L4E 2T2,(905) 773-3077,,Yonge Street & King Road,Centre Based Child Care,Yes,Yes,IMAGI02,13070 Yonge Street ,Unit 2,Richmond Hill,Richmond Hill
638982.8755,4862715.7519,248,350056,Inspire Montessori School Corp,Inspire Montessori School Corp,Child Care Centre,L6E 0H7,(289) 800-2238,,Major Mackenzie Road East & Markham Road,Centre Based Child Care,Yes,Yes,INSPI01,1210 Castlemore Ave ,Unit 7A,Markham,Markham
636158.6281,4856119.9685,249,14177,Inspire Montessori Milliken 2,2673663 Ontario Limited,Child Care Centre,L3R 5P1,(289) 800-2238,,Kennedy Road & 14th Ave,Centre Based Child Care,Yes,Yes,INSPI02,7828 Kennedy Road ,Unit 201,Markham,Markham
626772.656,4852671.5,250,41638,"Inventiveminds Child, Youth Family Services","Inventiveminds Child, Youth and Family Support Center",Child Care Centre,L3T 2C4,(905) 886-5437,,Yonge Street & Center Street,Centre Based Child Care,Yes,Yes,INVEN05,7751 Yonge Street,,Thornhill,Markham
619623.375,4856954.855,251,164057,It All Begins Here Daycare,It All Begins Here Daycare Ltd.,Child Care Centre,L6A 3Y8,(905) 417-9999,,Keele Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,IT AL02,10 Richmond Street,,Vaughan,Vaughan
634310.5661,4858539.7335,252,4442,It Takes A Village Preschool,Grace Church Markham Nursery School,Child Care Centre,L3R 6C2,(416) 788-0802,,16th & Warden,Nursery School Child Care,No,Yes,IT TA01,600 Village Parkway North,,Unionville,Markham
619021.8713,4856295.2999,253,191843,Upper Canada Child Care at Joseph A. Gibson PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6A 1R8,(905) 832-7293,,Keele Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,UPPER22,50 Naylon Street,,Maple,Vaughan
622172.0618,4878926.986,254,147902,J.L.R. Bell Junior Y,YMCA of Greater Toronto,Child Care Centre,L3Y 2E9,(905) 868-9622 ,Ext.0,Davis Drive & Yonge Street,Centre Based Child Care,Yes,Yes,J.L.R04,121 Queen Street,,Newmarket,Newmarket
639136.2611,4859528.9593,255,39119,James Robinson School Age Program,High Birch Childcare & Learning Centre Inc.,Child Care Centre,L3P 1N9,(905) 294-5599,,Highway 7 & McCowan Road,Centre Based Child Care,Yes,Yes,JAMES01,90 Robinson Street,,Markham,Markham
623756.156,4889041.5,256,205834,Queensville Montessori Academy,2291052 Ontario Inc.,Child Care Centre,L0G 1R0,(905) 478-4949,,Leslie Street & Queensville Sidroad East,Centre Based Child Care,No,No,QUEEN02,20728 Leslie Street PO BOX 170,,Queensville,East Gwillimbury
640209.1977,4909548.6134,257,142963,Jericho Youth Services Morning Glory,,Child Care Centre,L0E 1N0,(905) 722-5540 ,Ext.5519,Hwy 48 & Weirs Sideroad,Centre Based Child Care,Yes,Yes,JERIC01,29478 ON-48,,Pefferlaw,Georgina
623202.361,4896851.1405,258,241923,Jersey Public School,,Child Care Centre,L4P 3E9,(905) 722-5540 ,Ext.5518,Glenwoods Avenue & The Queensway,Centre Based Child Care,Yes,Yes,JERSE03,176 Glenwoods Avenue,,Keswick,Georgina
626583.5568,4856902.9457,259,110948,Jingbao Bilingual Montessori School,2206960 Ontario Ltd.,Child Care Centre,L4C 7A6,(905) 889-2121,,16th Avenue & Yonge Street,Centre Based Child Care,Yes,No,JINGB01,265 16th Avenue,,Richmond Hill,Richmond Hill
637530.2429,4862393.9934,260,336999,Upper Canada Child Care at John McCrae PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6E 1N7,(905) 201-9675,,Major Mackenzie & McCowan Road,Centre Based Child Care,Yes,Yes,UPPER23,565 Fred McLaren Boulevard,,Markham,Markham
628918.9075,4852799.7468,261,46066,Johnsview School-Age Program,Social Enterprise for Canada,Child Care Centre,L3T 5C3,(647) 883-1414,,Highway 7 and Leslie Street,Centre Based Child Care,Yes,Yes,JOHNS01,41 Porterfield Crescent,,Thornhill,Markham
640741.1451,4861254.4052,262,71758,Kateri Tekakwitha Before & After School Program,The Village – Children’s Programs,Child Care Centre,L3P 4B5,(905) 209-8886,,Wootten Way & Fincham Avenue,Centre Based Child Care,Yes,Yes,KATER03,230 Fincham Avenue,,Markham,Markham
622249.688,4875924.75,263,137429,Better Than Home,1925669 Ontario Ltd.,Child Care Centre,L3X 2Y8,(416) 831-1217,,Yonge St & Mulock Dr.,Home Based  Child Care,Yes,Yes,BETTE01,922 Joe Persechini Drive,,Newmarket,Newmarket
636289.1046,4856000.2166,264,49052,Kennedy Montessori Private School,2012323 Ontario Inc.,Child Care Centre,L3R 2C8,(905) 948-1785,,Kennedy Road & 14th Avenue,Centre Based Child Care,Yes,No,KENNE01,7781 Kennedy Road,,Unionville,Markham
613653.553,4873296.2853,265,201730,Upper Canada Child Care at Kettleby PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L7B 0H4,(905) 726-2271,,Highway 400 & Lloydtown-Aurora Road,Centre Based Child Care,Yes,Yes,UPPER24,3286 Lloydtown-Aurora Road,,Kettleby,King
622526.706,4865860.738,266,324175,Kettle Lakes YMCA Child Care,YMCA of Greater Toronto,Child Care Centre,L4E 4X5,(905) 773-6025,,Bathurst Street & King Road,Centre Based Child Care,Yes,Yes,KETTL05,62 Kingshill Road,,Richmond Hill,Richmond Hill
617419.4063,4857607.1785,267,264804,Kiddy Place Childcare Centre,Kiddy Place Childcare Centre Inc.,Child Care Centre,L6A 3L1,(905) 879-0623,,Jane Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,KIDDY01,10555 Jane Street ,Unit 1-2,Maple,Vaughan
623936.4613,4859050.6362,268,102033,Kids Can Doodle - Pleasantville,Kids Can Doodle Before And After School Program,Child Care Centre,L4C 4B9,(416) 523-6804,,Bathurst Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,KIDS 02,400 Mill Street,,Richmond Hill,Richmond Hill
614957.8561,4849850.0875,269,233832,Kids Can Doodle B & A School Program - Woodbridge,Kids Can Doodle Before And After School Program,Child Care Centre,L4L 5J4,(416) 319-9800,,Hwy 7 & Weston Road,Centre Based Child Care,Yes,Yes,KIDS 03,500 Aberdeen Avenue,,Woodbridge,Vaughan
635087.0291,4887992.6337,270,155496,Mount Albert Kids Club,York Professional Care & Education Inc.,Child Care Centre,L0G 1M0,(905) 478-1414,,Highway 48 & Mount Albert Sideroad,Centre Based Child Care,Yes,Yes,MOUNT03,5488 Mount Albert Road,,Mount Albert,East Gwillimbury
617710.346,4854298.7194,271,353443,Kids Come First @ Julliard,Kids Come First Child Care Services,Child Care Centre,L6A 3W7,(905) 417-4744,,Jane Street & Rutherford Road,Centre Based Child Care,Yes,Yes,KIDS 14,61 Julliard Drive,,Maple,Vaughan
623057.9903,4853876.7627,272,150138,Kids Come First @ Bakersfield,Kids Come First Child Care Services,Child Care Centre,L4J 8T6,(905) 707-0912,,Dufferin/Rutherford,Centre Based Child Care,Yes,Yes,KIDS 15,121 Misty Sugar Trail,,Thornhill,Vaughan
621693.6367,4854766.4429,273,246366,Kids Come First @ Forest Run,Kids Come First Child Care Services,Child Care Centre,L4K 5H3,(905) 303-8728,,Duffernin Street & Rutherford Road,Centre Based Child Care,Yes,Yes,KIDS 49,200 Forest Run Boulevard,,Vaughan,Vaughan
618453.625,4855470.5,274,222336,Kids Come First @ Maple Creek,Kids Come First Child Care Services,Child Care Centre,L6A 2J8,(905) 303-9360,,Jane/Rutherford,Centre Based Child Care,Yes,Yes,KIDS 17,210 Hawker Road,,Maple,Vaughan
623245.022,4854683.726,275,275763,Kids Come First @ Thornhill Woods,Kids Come First Child Care Services,Child Care Centre,L4J 8V6,(905) 326-4900,,Dufferin/Rutherford,Centre Based Child Care,Yes,Yes,KIDS 18,341 Thornhill Woods Drive,,Thornhill,Vaughan
623987.4547,4849833.6251,276,215225,Kids Come First Child Care Centre,Kids Come First Child Care Services,Child Care Centre,L4J 7Z8,(905) 660-3467,,Dufferin Street & Steeles Avenue,Centre Based Child Care,Yes,Yes,KIDS 57,40 New Westminster Drive,,Thornhill,Vaughan
622126.4919,4853934.5617,277,159379,Kids Island Daycare Centre,Kids Island Inc.,Child Care Centre,L4K 4S2,(905) 482-1784,,Langstaff Road & Dufferin Street,Centre Based Child Care,Yes,No,KIDS 25,8700 Dufferin Street ,Unit 19-21,Concord,Vaughan
626751.0039,4855831.3967,278,116356,Kids Connection - Richmond Hill,Kids Connection Care & Education,Child Care Centre,L4B 4P9,(416) 452-0403,,Yonge Street & Highway 7,Centre Based Child Care,Yes,Yes,KIDS 58,155 Red Maple Road,,Richmond Hill,Richmond Hill
635917.7216,4861792.6689,279,44311,Kids Connection @ All Saints,Kids Connection Care & Education,Child Care Centre,L6C 2P6,(647) 212-9465,,Kennedy Road & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,KIDS 44,130 Castlemore Avenue,,Markham,Markham
622665.3238,4855267.1663,280,356946,Kids Come First Children's Centre,Kids Come First Child Care Services,Child Care Centre,L4J 8W5,(905) 886-1717,,Dufferin Street & Rutherford Road,Centre Based Child Care,Yes,Yes,KIDS 29,270 Apple Blossom Drive,,Vaughan,Vaughan
627503.938,4860966.75,281,91230,Kids Connection @ Michaelle Jean,Kids Connection Care & Education,Child Care Centre,L4S 2P1,(905) 883-5353,,Elgin Mills and Bayview Ave,Centre Based Child Care,Yes,Yes,KIDS 41,320 Shirley Drive,,Richmond Hill,Richmond Hill
626730.063,4860790.75,282,92162,Kids Connection @ Beverly Acres,Kids Connection Care & Education,Child Care Centre,L4C 3L3,(416) 895-0501,,Bayview Ave & Elgin Mills Dr,Centre Based Child Care,Yes,Yes,KIDS 42,283 Neal Drive,,Richmond Hill,Richmond Hill
623807.8268,4873406.7751,283,354705,Kids & Company - Aurora,Kids & Company Ltd.,Child Care Centre,L4G 1J5,(905) 751-1531 ,Ext.0,Wellington Street & Industrial Parkway,Centre Based Child Care,Yes,Yes,KIDS 56,236 Wellington Street East,,Aurora,Aurora
635797.5282,4860365.7853,284,381763,Kids Connection @ Black Walnut,Kids Connection Care & Education,Child Care Centre,L4B 0P4,(647) 454-0579,,16th Ave & Donald Cousens,Centre Based Child Care,Yes,Yes,KIDS 46,30 John Allan Cameron Street,,Markham,Markham
622156.5759,4849870.334,285,143075,Kids Come First @ Glen Shields,Kids Come First Child Care Services,Child Care Centre,L4K 1T8,(905) 760-8020,,Dufferin Street & Steeles Avenue,Centre Based Child Care,Yes,Yes,KIDS 50,158 Glen Shields Avenue,,Concord,Vaughan
635797.5282,4860365.7853,286,381763,Kids Connection @ Beckett Farm,Kids Connection Care & Education,Child Care Centre,L6C 0T3,(647) 454-2178,,Kennedy Road & 16th Avenue,Centre Based Child Care,Yes,Yes,KIDS 52,78 Beckett Avenue,,Markham,Markham
623725.875,4867917.5,287,75091,Play Island Explorers,Play Island Explorers Inc.,Child Care Centre,L4E 2P6,(905) 773-6677,,Yonge Street and Bloomington Road,Centre Based Child Care,Yes,Yes,PLAY 17,"13390 Yonge Street; ",Unit 7,Richmond Hill,Richmond Hill
621799.63,4853223.103,288,180516,Kids Concord Childcare & Preschool Inc.,Kids Concord Childcare & Preschool Inc.,Child Care Centre,L4K 2H2,(289) 843-5437,,Langstaff & Hwy 407,Centre Based Child Care,No,Yes,KIDS 60,10 North Rivermede Road,,Vaughan,Vaughan
608289.4031,4861118.0582,289,398124,Kidsfirst Child Care Centre,10699152 CANADA INC.,Child Care Centre,L0G 1N0,(905) 859-2288,,Hwy 27 & King Rd,Centre Based Child Care,Yes,No,KIDSF01,12840 Hwy 27 ,Unit C1,Nobelton,King
621911,4866313,290,79850,Kidz Town Learning Centre,Kidz Town Learning Centre Inc.,Child Care Centre,L4E 2Z2,(416) 735-7200,,Bathrust Street & King Road,Centre Based Child Care,No,No,KIDZ 06,13029 Bathurst Street,,Richmond Hill,Richmond Hill
619533.201,4857132.0312,291,253153,Kinderland Education and Childcare Centre Ltd.,Kinderland Education and Childcare Centre Ltd.,Child Care Centre,L6A 1R7,(905) 417-3895,,Keele Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,KINDE04,10103 Keele Street,,Maple,Vaughan
618356.25,4864542.5,292,201892,King City Co-Operative Nursery School,King City Nursery School,Child Care Centre,L7B 1H7,(905) 833-0378,,Keele Street & King Sideroad,Nursery School Child Care,Yes,Yes,KING 14,2-50 Elizabeth Grove,,King City,King
618335.063,4865105.5,293,218423,King City Montessori School,King City Montessori School,Child Care Centre,L7B 1L3,(905) 833-2971,,Keele Street & King Sideroad,Centre Based Child Care,No,No,KING 13,2194 King Road ,Unit 2,King City,King
619760.8619,4865843.4057,294,390125,King's Ridge Montessori,King's Ridge Montessori Inc.,Child Care Centre,L7B 0N7,(905) 833-5522,,Dufferin Street & King Road,Centre Based Child Care,Yes,Yes,KING 19,30 Tatton Court,,King City,King
610530.5439,4855232.2708,295,200818,Kleinburg YMCA Child Care,YMCA of Greater Toronto,Child Care Centre,L0J 1C0,(905) 893-4233,,Major MacKenzie Drive & Islington Avenue,Centre Based Child Care,Yes,Yes,KLEIN04,10391 Islington Avenue,,Kleinburg,Vaughan
606965.5884,4855158.3973,296,131965,Kleinburg Early Learning Centre,The Trustees of the Calvary Baptist Church,Child Care Centre,L0J 1C0,(905) 893-7211 ,Ext.222,Highway 50 & Nashville Road,Centre Based Child Care,Yes,Yes,KLEIN03,6950 Nashville Road RR 1,,Kleinburg,Vaughan
624367.625,4851005.0,297,248423,Ktantanim Daycare,Ktantanim Daycare Inc.,Child Care Centre,L4J 8G6,(647) 400-7703,,Bathrust Street & Clark Avenue,Centre Based Child Care,Yes,Yes,KTANT02,949 Clark Avenue West,,Thornhill,Vaughan
622628.401,4884440.0743,298,397682,Centres éducatifs de l'AFRY Campus Holland Landing,Association des francophones de la region de York Inc,Child Care Centre,L9N 0E5,(289) 221-0341,,Mount Albert Road & Green Lane,Centre Based Child Care,Yes,Yes,CENTR05,19300 2nd Concession,,East Gwillimbury,East Gwillimbury
631925.9832,4858071.307,299,31778,La Garderie Des Moussaillons,La Garderie des Moussaillons,Child Care Centre,L3R 9C1,(905) 477-4081,,16th Avenue & Woodbine Avenue,Centre Based Child Care,Yes,Yes,LA GA05,111 John Button Boulevard,,Unionville,Markham
640030.625,4869656.5,300,243021,La Garderie des Moussaillons Site Stouffville,La Garderie des Moussaillons,Child Care Centre,L4A 3R1,(905) 640-4080,,9th Line & Main Street,Centre Based Child Care,Yes,Yes,LA GA06,276 Sunset Boulevard,,Stouffville,Whitchurch-Stouffville
625358.3184,4867918.3354,301,75070,Lake Wilcox Before and After School Program,YMCA of Greater Toronto,Child Care Centre,L4E 3B5,(416) 902-1511,,Yonge Street & Bloomington Road,Centre Based Child Care,Yes,Yes,LAKE 04,80 Wildwood Avenue,,Richmond Hill,Richmond Hill
623247.5991,4894966.8808,302,251424,Upper Canada Child Care at Lake Simcoe PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4P 4A3,(905) 535-1448,,Joe Dales/The Queensway,Centre Based Child Care,Yes,Yes,UPPER25,38 Thornlodge Drive,,Keswick,Georgina
621930.2356,4900170.947,303,166906,Lakeside Kids Club,York Professional Care & Education Inc.,Child Care Centre,L4P 1J1,(905) 535-0570,,Shorecrest Road & Metro Road,Centre Based Child Care,Yes,Yes,LAKES02,213 Shorecrest Road,,Keswick,Georgina
627563.5636,4853700.7122,304,7756,Le Club Child Care - School Age Child Care - Woodland,Le Club Child Care Program,Child Care Centre,L3T 3C9,(905) 881-8585,,Royal Orchard Road & Yonge Street,Centre Based Child Care,Yes,Yes,LE CL10,120 Royal Orchard Boulevard,,Thornhill,Markham
628602.469,4860883.0,305,91801,Le Club @ Redstone,Le Club Child Care Program,Child Care Centre,L4S 2E2,(905) 881-8585 ,Ext.202,Leslie Street & Elgin Mills Road,Centre Based Child Care,Yes,Yes,LE CL11,235 Redstone Road,,Richmond Hill,Richmond Hill
623993.3505,4863077.8656,306,83959,Le Club - Moraine Hills,Le Club Child Care Program,Child Care Centre,L4E 4C7,(905) 881-8585,,Yonge Street & Gamble Road,Centre Based Child Care,Yes,Yes,LE CL04,85 Rollinghill Road,,Richmond Hill,Richmond Hill
623489.9296,4852626.0,307,187700,Le Club - Ventura Park,Le Club Child Care Program,Child Care Centre,L4J 7V5,(905) 881-8585,,Bathurst Street & Highway 7,Centre Based Child Care,Yes,Yes,LE CL05,121 Worth Boulevard,,Thornhill,Vaughan
618916.7339,4865437.7796,308,185644,Le Club - King City,Le Club Child Care Program,Child Care Centre,L7B 1K9,(905) 881-8585,,King Rd & Dufferin St,Centre Based Child Care,Yes,Yes,LE CL06,25 King Boulevard,,King City,King
638558.719,4858448.5,309,52592,Le Club - Roy H Crosby,Le Club Child Care Program,Child Care Centre,L3P 1G9,(905) 881-8585,,Highway 7 & McCowan Road,Centre Based Child Care,Yes,Yes,LE CL09,115 Drakefield Road,,Markham,Markham
625246.375,4866193.75,310,80088,Le Club - Bond Lake,Le Club Child Care Program,Child Care Centre,L4E 5B9,(905) 881-8585,,Stouffville Road & Bayview Avenue,Centre Based Child Care,Yes,Yes,LE CL08,245 Old Colony Road,,Oak Ridges,Richmond Hill
